1f92c                                             face with symbols on mouth
1f608                                             smiling face with horns
1f47f                                             angry face with horns
1f480                                             skull
2620-fe0f                                         skull and crossbones
1f4a9                                             pile of poo
1f921                                             clown face
1f479                                             ogre
1f47a                                             goblin
1f47b                                             ghost
1f47d                                             alien
1f47e                                             alien monster
1f916                                             robot
1f63a                                             grinning cat
1f638                                             grinning cat with smiling eyes
1f639                                             cat with tears of joy
1f63b                                             smiling cat with heart-eyes
1f63c                                             cat with wry smile
1f63d                                             kissing cat
1f640                                             weary cat
1f63f                                             crying cat
1f63e                                             pouting cat
1f648                                             see-no-evil monkey
1f649                                             hear-no-evil monkey
1f64a                                             speak-no-evil monkey
1f48c                                             love letter
1f498                                             heart with arrow
1f49d                                             heart with ribbon
1f496                                             sparkling heart
1f497                                             growing heart
1f493                                             beating heart
1f49e                                             revolving hearts
1f495                                             two hearts
1f49f                                             heart decoration
2763-fe0f                                         heart exclamation
1f494                                             broken heart
2764-fe0f                                         red heart
1f9e1                                             orange heart
1f49b                                             yellow heart
1f49a                                             green heart
1f499                                             blue heart
1f49c                                             purple heart
1f90e                                             brown heart
1f5a4                                             black heart
1f90d                                             white heart
1f48b                                             kiss mark
1f4af                                             hundred points
1f4a2                                             anger symbol
1f4a5                                             collision
1f4ab                                             dizzy
1f4a6                                             sweat droplets
1f4a8                                             dashing away
1f573-fe0f                                        hole
1f4ac                                             speech balloon
1f5e8-fe0f                                        left speech bubble
1f5ef-fe0f                                        right anger bubble
1f4ad                                             thought balloon
1f4a4                                             ZZZ
1f44b                                             waving hand
1f44b-1f3fb                                       waving hand: light skin tone
1f44b-1f3fc                                       waving hand: medium-light skin tone
1f44b-1f3fd                                       waving hand: medium skin tone
1f44b-1f3fe                                       waving hand: medium-dark skin tone
1f44b-1f3ff                                       waving hand: dark skin tone
1f91a                                             raised back of hand
1f91a-1f3fb                                       raised back of hand: light skin tone
1f91a-1f3fc                                       raised back of hand: medium-light skin tone
1f91a-1f3fd                                       raised back of hand: medium skin tone
1f91a-1f3fe                                       raised back of hand: medium-dark skin tone
1f91a-1f3ff                                       raised back of hand: dark skin tone
1f590-fe0f                                        hand with fingers splayed
1f590-1f3fb                                       hand with fingers splayed: light skin tone
1f590-1f3fc                                       hand with fingers splayed: medium-light skin tone
1f590-1f3fd                                       hand with fingers splayed: medium skin tone
1f590-1f3fe                                       hand with fingers splayed: medium-dark skin tone
1f590-1f3ff                                       hand with fingers splayed: dark skin tone
270b                                              raised hand
270b-1f3fb                                        raised hand: light skin tone
270b-1f3fc                                        raised hand: medium-light skin tone
270b-1f3fd                                        raised hand: medium skin tone
270b-1f3fe                                        raised hand: medium-dark skin tone
270b-1f3ff                                        raised hand: dark skin tone
1f596                                             vulcan salute
1f596-1f3fb                                       vulcan salute: light skin tone
1f596-1f3fc                                       vulcan salute: medium-light skin tone
1f596-1f3fd                                       vulcan salute: medium skin tone
1f596-1f3fe                                       vulcan salute: medium-dark skin tone
1f596-1f3ff                                       vulcan salute: dark skin tone
1f44c                                             OK hand
1f44c-1f3fb                                       OK hand: light skin tone
1f44c-1f3fc                                       OK hand: medium-light skin tone
1f44c-1f3fd                                       OK hand: medium skin tone
1f44c-1f3fe                                       OK hand: medium-dark skin tone
1f44c-1f3ff                                       OK hand: dark skin tone
1f90f                                             pinching hand
1f90f-1f3fb                                       pinching hand: light skin tone
1f90f-1f3fc                                       pinching hand: medium-light skin tone
1f90f-1f3fd                                       pinching hand: medium skin tone
1f90f-1f3fe                                       pinching hand: medium-dark skin tone
1f90f-1f3ff                                       pinching hand: dark skin tone
270c-fe0f                                         victory hand
270c-1f3fb                                        victory hand: light skin tone
270c-1f3fc                                        victory hand: medium-light skin tone
270c-1f3fd                                        victory hand: medium skin tone
270c-1f3fe                                        victory hand: medium-dark skin tone
270c-1f3ff                                        victory hand: dark skin tone
1f91e                                             crossed fingers
1f91e-1f3fb                                       crossed fingers: light skin tone
1f91e-1f3fc                                       crossed fingers: medium-light skin tone
1f91e-1f3fd                                       crossed fingers: medium skin tone
1f91e-1f3fe                                       crossed fingers: medium-dark skin tone
1f91e-1f3ff                                       crossed fingers: dark skin tone
1f91f                                             love-you gesture
1f91f-1f3fb                                       love-you gesture: light skin tone
1f91f-1f3fc                                       love-you gesture: medium-light skin tone
1f91f-1f3fd                                       love-you gesture: medium skin tone
1f91f-1f3fe                                       love-you gesture: medium-dark skin tone
1f91f-1f3ff                                       love-you gesture: dark skin tone
1f918                                             sign of the horns
1f918-1f3fb                                       sign of the horns: light skin tone
1f918-1f3fc                                       sign of the horns: medium-light skin tone
1f918-1f3fd                                       sign of the horns: medium skin tone
1f918-1f3fe                                       sign of the horns: medium-dark skin tone
1f918-1f3ff                                       sign of the horns: dark skin tone
1f919                                             call me hand
1f919-1f3fb                                       call me hand: light skin tone
1f919-1f3fc                                       call me hand: medium-light skin tone
1f919-1f3fd                                       call me hand: medium skin tone
1f919-1f3fe                                       call me hand: medium-dark skin tone
1f919-1f3ff                                       call me hand: dark skin tone
1f448                                             backhand index pointing left
1f448-1f3fb                                       backhand index pointing left: light skin tone
1f448-1f3fc                                       backhand index pointing left: medium-light skin tone
1f448-1f3fd                                       backhand index pointing left: medium skin tone
1f448-1f3fe                                       backhand index pointing left: medium-dark skin tone
1f448-1f3ff                                       backhand index pointing left: dark skin tone
1f449                                             backhand index pointing right
1f449-1f3fb                                       backhand index pointing right: light skin tone
1f449-1f3fc                                       backhand index pointing right: medium-light skin tone
1f449-1f3fd                                       backhand index pointing right: medium skin tone
1f449-1f3fe                                       backhand index pointing right: medium-dark skin tone
1f449-1f3ff                                       backhand index pointing right: dark skin tone
1f446                                             backhand index pointing up
1f446-1f3fb                                       backhand index pointing up: light skin tone
1f446-1f3fc                                       backhand index pointing up: medium-light skin tone
1f446-1f3fd                                       backhand index pointing up: medium skin tone
1f446-1f3fe                                       backhand index pointing up: medium-dark skin tone
1f446-1f3ff                                       backhand index pointing up: dark skin tone
1f595                                             middle finger
1f595-1f3fb                                       middle finger: light skin tone
1f595-1f3fc                                       middle finger: medium-light skin tone
1f595-1f3fd                                       middle finger: medium skin tone
1f595-1f3fe                                       middle finger: medium-dark skin tone
1f595-1f3ff                                       middle finger: dark skin tone
1f447                                             backhand index pointing down
1f447-1f3fb                                       backhand index pointing down: light skin tone
1f447-1f3fc                                       backhand index pointing down: medium-light skin tone
1f447-1f3fd                                       backhand index pointing down: medium skin tone
1f447-1f3fe                                       backhand index pointing down: medium-dark skin tone
1f447-1f3ff                                       backhand index pointing down: dark skin tone
261d-fe0f                                         index pointing up
261d-1f3fb                                        index pointing up: light skin tone
261d-1f3fc                                        index pointing up: medium-light skin tone
261d-1f3fd                                        index pointing up: medium skin tone
261d-1f3fe                                        index pointing up: medium-dark skin tone
261d-1f3ff                                        index pointing up: dark skin tone
1f44d                                             thumbs up
1f44d-1f3fb                                       thumbs up: light skin tone
1f44d-1f3fc                                       thumbs up: medium-light skin tone
1f44d-1f3fd                                       thumbs up: medium skin tone
1f44d-1f3fe                                       thumbs up: medium-dark skin tone
1f44d-1f3ff                                       thumbs up: dark skin tone
1f44e                                             thumbs down
1f44e-1f3fb                                       thumbs down: light skin tone
1f44e-1f3fc                                       thumbs down: medium-light skin tone
1f44e-1f3fd                                       thumbs down: medium skin tone
1f44e-1f3fe                                       thumbs down: medium-dark skin tone
1f44e-1f3ff                                       thumbs down: dark skin tone
270a                                              raised fist
270a-1f3fb                                        raised fist: light skin tone
270a-1f3fc                                        raised fist: medium-light skin tone
270a-1f3fd                                        raised fist: medium skin tone
270a-1f3fe                                        raised fist: medium-dark skin tone
270a-1f3ff                                        raised fist: dark skin tone
1f44a                                             oncoming fist
1f44a-1f3fb                                       oncoming fist: light skin tone
1f44a-1f3fc                                       oncoming fist: medium-light skin tone
1f44a-1f3fd                                       oncoming fist: medium skin tone
1f44a-1f3fe                                       oncoming fist: medium-dark skin tone
1f44a-1f3ff                                       oncoming fist: dark skin tone
1f91b                                             left-facing fist
1f91b-1f3fb                                       left-facing fist: light skin tone
1f91b-1f3fc                                       left-facing fist: medium-light skin tone
1f91b-1f3fd                                       left-facing fist: medium skin tone
1f91b-1f3fe                                       left-facing fist: medium-dark skin tone
1f91b-1f3ff                                       left-facing fist: dark skin tone
1f91c                                             right-facing fist
1f91c-1f3fb                                       right-facing fist: light skin tone
1f91c-1f3fc                                       right-facing fist: medium-light skin tone
1f91c-1f3fd                                       right-facing fist: medium skin tone
1f91c-1f3fe                                       right-facing fist: medium-dark skin tone
1f91c-1f3ff                                       right-facing fist: dark skin tone
1f44f                                             clapping hands
1f44f-1f3fb                                       clapping hands: light skin tone
1f44f-1f3fc                                       clapping hands: medium-light skin tone
1f44f-1f3fd                                       clapping hands: medium skin tone
1f44f-1f3fe                                       clapping hands: medium-dark skin tone
1f44f-1f3ff                                       clapping hands: dark skin tone
1f64c                                             raising hands
1f64c-1f3fb                                       raising hands: light skin tone
1f64c-1f3fc                                       raising hands: medium-light skin tone
1f64c-1f3fd                                       raising hands: medium skin tone
1f64c-1f3fe                                       raising hands: medium-dark skin tone
1f64c-1f3ff                                       raising hands: dark skin tone
1f450                                             open hands
1f450-1f3fb                                       open hands: light skin tone
1f450-1f3fc                                       open hands: medium-light skin tone
1f450-1f3fd                                       open hands: medium skin tone
1f450-1f3fe                                       open hands: medium-dark skin tone
1f450-1f3ff                                       open hands: dark skin tone
1f932                                             palms up together
1f932-1f3fb                                       palms up together: light skin tone
1f932-1f3fc                                       palms up together: medium-light skin tone
1f932-1f3fd                                       palms up together: medium skin tone
1f932-1f3fe                                       palms up together: medium-dark skin tone
1f932-1f3ff                                       palms up together: dark skin tone
1f91d                                             handshake
1f64f                                             folded hands
1f64f-1f3fb                                       folded hands: light skin tone
1f64f-1f3fc                                       folded hands: medium-light skin tone
1f64f-1f3fd                                       folded hands: medium skin tone
1f64f-1f3fe                                       folded hands: medium-dark skin tone
1f64f-1f3ff                                       folded hands: dark skin tone
270d-fe0f                                         writing hand
270d-1f3fb                                        writing hand: light skin tone
270d-1f3fc                                        writing hand: medium-light skin tone
270d-1f3fd                                        writing hand: medium skin tone
270d-1f3fe                                        writing hand: medium-dark skin tone
270d-1f3ff                                        writing hand: dark skin tone
1f485                                             nail polish
1f485-1f3fb                                       nail polish: light skin tone
1f485-1f3fc                                       nail polish: medium-light skin tone
1f485-1f3fd                                       nail polish: medium skin tone
1f485-1f3fe                                       nail polish: medium-dark skin tone
1f485-1f3ff                                       nail polish: dark skin tone
1f933                                             selfie
1f933-1f3fb                                       selfie: light skin tone
1f933-1f3fc                                       selfie: medium-light skin tone
1f933-1f3fd                                       selfie: medium skin tone
1f933-1f3fe                                       selfie: medium-dark skin tone
1f933-1f3ff                                       selfie: dark skin tone
1f4aa                                             flexed biceps
1f4aa-1f3fb                                       flexed biceps: light skin tone
1f4aa-1f3fc                                       flexed biceps: medium-light skin tone
1f4aa-1f3fd                                       flexed biceps: medium skin tone
1f4aa-1f3fe                                       flexed biceps: medium-dark skin tone
1f4aa-1f3ff                                       flexed biceps: dark skin tone
1f9be                                             mechanical arm
1f9bf                                             mechanical leg
1f9b5                                             leg
1f9b5-1f3fb                                       leg: light skin tone
1f9b5-1f3fc                                       leg: medium-light skin tone
1f9b5-1f3fd                                       leg: medium skin tone
1f9b5-1f3fe                                       leg: medium-dark skin tone
1f9b5-1f3ff                                       leg: dark skin tone
1f9b6                                             foot
1f9b6-1f3fb                                       foot: light skin tone
1f9b6-1f3fc                                       foot: medium-light skin tone
1f9b6-1f3fd                                       foot: medium skin tone
1f9b6-1f3fe                                       foot: medium-dark skin tone
1f9b6-1f3ff                                       foot: dark skin tone
1f442                                             ear
1f442-1f3fb                                       ear: light skin tone
1f442-1f3fc                                       ear: medium-light skin tone
1f442-1f3fd                                       ear: medium skin tone
1f442-1f3fe                                       ear: medium-dark skin tone
1f442-1f3ff                                       ear: dark skin tone
1f9bb                                             ear with hearing aid
1f9bb-1f3fb                                       ear with hearing aid: light skin tone
1f9bb-1f3fc                                       ear with hearing aid: medium-light skin tone
1f9bb-1f3fd                                       ear with hearing aid: medium skin tone
1f9bb-1f3fe                                       ear with hearing aid: medium-dark skin tone
1f9bb-1f3ff                                       ear with hearing aid: dark skin tone
1f443                                             nose
1f443-1f3fb                                       nose: light skin tone
1f443-1f3fc                                       nose: medium-light skin tone
1f443-1f3fd                                       nose: medium skin tone
1f443-1f3fe                                       nose: medium-dark skin tone
1f443-1f3ff                                       nose: dark skin tone
1f9e0                                             brain
1f9b7                                             tooth
1f9b4                                             bone
1f440                                             eyes
1f441-fe0f                                        eye
1f445                                             tongue
1f444                                             mouth
1f476                                             baby
1f476-1f3fb                                       baby: light skin tone
1f476-1f3fc                                       baby: medium-light skin tone
1f476-1f3fd                                       baby: medium skin tone
1f476-1f3fe                                       baby: medium-dark skin tone
1f476-1f3ff                                       baby: dark skin tone
1f9d2                                             child
1f9d2-1f3fb                                       child: light skin tone
1f9d2-1f3fc                                       child: medium-light skin tone
1f9d2-1f3fd                                       child: medium skin tone
1f9d2-1f3fe                                       child: medium-dark skin tone
1f9d2-1f3ff                                       child: dark skin tone
1f466                                             boy
1f466-1f3fb                                       boy: light skin tone
1f466-1f3fc                                       boy: medium-light skin tone
1f466-1f3fd                                       boy: medium skin tone
1f466-1f3fe                                       boy: medium-dark skin tone
1f466-1f3ff                                       boy: dark skin tone
1f467                                             girl
1f467-1f3fb                                       girl: light skin tone
1f467-1f3fc                                       girl: medium-light skin tone
1f467-1f3fd                                       girl: medium skin tone
1f467-1f3fe                                       girl: medium-dark skin tone
1f467-1f3ff                                       girl: dark skin tone
1f9d1                                             person
1f9d1-1f3fb                                       person: light skin tone
1f9d1-1f3fc                                       person: medium-light skin tone
1f9d1-1f3fd                                       person: medium skin tone
1f9d1-1f3fe                                       person: medium-dark skin tone
1f9d1-1f3ff                                       person: dark skin tone
1f471                                             person: blond hair
1f471-1f3fb                                       person: light skin tone, blond hair
1f471-1f3fc                                       person: medium-light skin tone, blond hair
1f471-1f3fd                                       person: medium skin tone, blond hair
1f471-1f3fe                                       person: medium-dark skin tone, blond hair
1f471-1f3ff                                       person: dark skin tone, blond hair
1f468                                             man
1f468-1f3fb                                       man: light skin tone
1f468-1f3fc                                       man: medium-light skin tone
1f468-1f3fd                                       man: medium skin tone
1f468-1f3fe                                       man: medium-dark skin tone
1f468-1f3ff                                       man: dark skin tone
1f9d4                                             person: beard
1f9d4-1f3fb                                       person: light skin tone, beard
1f9d4-1f3fc                                       person: medium-light skin tone, beard
1f9d4-1f3fd                                       person: medium skin tone, beard
1f9d4-1f3fe                                       person: medium-dark skin tone, beard
1f9d4-1f3ff                                       person: dark skin tone, beard
1f469                                             woman
1f469-1f3fb                                       woman: light skin tone
1f469-1f3fc                                       woman: medium-light skin tone
1f469-1f3fd                                       woman: medium skin tone
1f469-1f3fe                                       woman: medium-dark skin tone
1f469-1f3ff                                       woman: dark skin tone
1f471-200d-2640-fe0f                              woman: blond hair
1f9d3                                             older person
1f9d3-1f3fb                                       older person: light skin tone
1f9d3-1f3fc                                       older person: medium-light skin tone
1f9d3-1f3fd                                       older person: medium skin tone
1f9d3-1f3fe                                       older person: medium-dark skin tone
1f9d3-1f3ff                                       older person: dark skin tone
1f474                                             old man
1f474-1f3fb                                       old man: light skin tone
1f474-1f3fc                                       old man: medium-light skin tone
1f474-1f3fd                                       old man: medium skin tone
1f474-1f3fe                                       old man: medium-dark skin tone
1f474-1f3ff                                       old man: dark skin tone
1f475                                             old woman
1f475-1f3fb                                       old woman: light skin tone
1f475-1f3fc                                       old woman: medium-light skin tone
1f475-1f3fd                                       old woman: medium skin tone
1f475-1f3fe                                       old woman: medium-dark skin tone
1f475-1f3ff                                       old woman: dark skin tone
1f64d                                             person frowning
1f64d-1f3fb                                       person frowning: light skin tone
1f64d-1f3fc                                       person frowning: medium-light skin tone
1f64d-1f3fd                                       person frowning: medium skin tone
1f64d-1f3fe                                       person frowning: medium-dark skin tone
1f64d-1f3ff                                       person frowning: dark skin tone
1f64d-200d-2642-fe0f                              man frowning
1f64e                                             person pouting
1f64e-1f3fb                                       person pouting: light skin tone
1f64e-1f3fc                                       person pouting: medium-light skin tone
1f64e-1f3fd                                       person pouting: medium skin tone
1f64e-1f3fe                                       person pouting: medium-dark skin tone
1f64e-1f3ff                                       person pouting: dark skin tone
1f64e-200d-2642-fe0f                              man pouting
1f645                                             person gesturing NO
1f645-1f3fb                                       person gesturing NO: light skin tone
1f645-1f3fc                                       person gesturing NO: medium-light skin tone
1f645-1f3fd                                       person gesturing NO: medium skin tone
1f645-1f3fe                                       person gesturing NO: medium-dark skin tone
1f645-1f3ff                                       person gesturing NO: dark skin tone
1f645-200d-2642-fe0f                              man gesturing NO
1f646                                             person gesturing OK
1f646-1f3fb                                       person gesturing OK: light skin tone
1f646-1f3fc                                       person gesturing OK: medium-light skin tone
1f646-1f3fd                                       person gesturing OK: medium skin tone
1f646-1f3fe                                       person gesturing OK: medium-dark skin tone
1f646-1f3ff                                       person gesturing OK: dark skin tone
1f646-200d-2642-fe0f                              man gesturing OK
1f481                                             person tipping hand
1f481-1f3fb                                       person tipping hand: light skin tone
1f481-1f3fc                                       person tipping hand: medium-light skin tone
1f481-1f3fd                                       person tipping hand: medium skin tone
1f481-1f3fe                                       person tipping hand: medium-dark skin tone
1f481-1f3ff                                       person tipping hand: dark skin tone
1f481-200d-2642-fe0f                              man tipping hand
1f64b                                             person raising hand
1f64b-1f3fb                                       person raising hand: light skin tone
1f64b-1f3fc                                       person raising hand: medium-light skin tone
1f64b-1f3fd                                       person raising hand: medium skin tone
1f64b-1f3fe                                       person raising hand: medium-dark skin tone
1f64b-1f3ff                                       person raising hand: dark skin tone
1f64b-200d-2642-fe0f                              man raising hand
1f9cf                                             deaf person
1f9cf-1f3fb                                       deaf person: light skin tone
1f9cf-1f3fc                                       deaf person: medium-light skin tone
1f9cf-1f3fd                                       deaf person: medium skin tone
1f9cf-1f3fe                                       deaf person: medium-dark skin tone
1f9cf-1f3ff                                       deaf person: dark skin tone
1f647                                             person bowing
1f647-1f3fb                                       person bowing: light skin tone
1f647-1f3fc                                       person bowing: medium-light skin tone
1f647-1f3fd                                       person bowing: medium skin tone
1f647-1f3fe                                       person bowing: medium-dark skin tone
1f647-1f3ff                                       person bowing: dark skin tone
1f647-200d-2640-fe0f                              woman bowing
1f926                                             person facepalming
1f926-1f3fb                                       person facepalming: light skin tone
1f926-1f3fc                                       person facepalming: medium-light skin tone
1f926-1f3fd                                       person facepalming: medium skin tone
1f926-1f3fe                                       person facepalming: medium-dark skin tone
1f926-1f3ff                                       person facepalming: dark skin tone
1f926-200d-2642-fe0f                              man facepalming
1f926-200d-2640-fe0f                              woman facepalming
1f937                                             person shrugging
1f937-1f3fb                                       person shrugging: light skin tone
1f937-1f3fc                                       person shrugging: medium-light skin tone
1f937-1f3fd                                       person shrugging: medium skin tone
1f937-1f3fe                                       person shrugging: medium-dark skin tone
1f937-1f3ff                                       person shrugging: dark skin tone
1f937-200d-2642-fe0f                              man shrugging
1f468-200d-2695-fe0f                              man health worker
1f469-200d-2695-fe0f                              woman health worker
1f468-200d-1f393                                  man student
1f469-200d-1f393                                  woman student
1f468-200d-1f3eb                                  man teacher
1f469-200d-1f3eb                                  woman teacher
1f468-200d-2696-fe0f                              man judge
1f469-200d-2696-fe0f                              woman judge
1f468-200d-1f33e                                  man farmer
1f469-200d-1f33e                                  woman farmer
1f468-200d-1f373                                  man cook
1f469-200d-1f373                                  woman cook
1f468-200d-1f527                                  man mechanic
1f469-200d-1f527                                  woman mechanic
1f468-200d-1f3ed                                  man factory worker
1f469-200d-1f3ed                                  woman factory worker
1f468-200d-1f4bc                                  man office worker
1f469-200d-1f4bc                                  woman office worker
1f468-200d-1f52c                                  man scientist
1f469-200d-1f52c                                  woman scientist
1f468-200d-1f4bb                                  man technologist
1f469-200d-1f4bb                                  woman technologist
1f468-200d-1f3a4                                  man singer
1f469-200d-1f3a4                                  woman singer
1f468-200d-1f3a8                                  man artist
1f469-200d-1f3a8                                  woman artist
1f468-200d-2708-fe0f                              man pilot
1f469-200d-2708-fe0f                              woman pilot
1f468-200d-1f680                                  man astronaut
1f469-200d-1f680                                  woman astronaut
1f468-200d-1f692                                  man firefighter
1f469-200d-1f692                                  woman firefighter
1f46e                                             police officer
1f46e-1f3fb                                       police officer: light skin tone
1f46e-1f3fc                                       police officer: medium-light skin tone
1f46e-1f3fd                                       police officer: medium skin tone
1f46e-1f3fe                                       police officer: medium-dark skin tone
1f46e-1f3ff                                       police officer: dark skin tone
1f46e-200d-2640-fe0f                              woman police officer
1f575-fe0f                                        detective
1f575-1f3fb                                       detective: light skin tone
1f575-1f3fc                                       detective: medium-light skin tone
1f575-1f3fd                                       detective: medium skin tone
1f575-1f3fe                                       detective: medium-dark skin tone
1f575-1f3ff                                       detective: dark skin tone
1f575-fe0f-200d-2640-fe0f                         woman detective
1f482                                             guard
1f482-1f3fb                                       guard: light skin tone
1f482-1f3fc                                       guard: medium-light skin tone
1f482-1f3fd                                       guard: medium skin tone
1f482-1f3fe                                       guard: medium-dark skin tone
1f482-1f3ff                                       guard: dark skin tone
1f482-200d-2640-fe0f                              woman guard
1f477                                             construction worker
1f477-1f3fb                                       construction worker: light skin tone
1f477-1f3fc                                       construction worker: medium-light skin tone
1f477-1f3fd                                       construction worker: medium skin tone
1f477-1f3fe                                       construction worker: medium-dark skin tone
1f477-1f3ff                                       construction worker: dark skin tone
1f477-200d-2640-fe0f                              woman construction worker
1f934                                             prince
1f934-1f3fb                                       prince: light skin tone
1f934-1f3fc                                       prince: medium-light skin tone
1f934-1f3fd                                       prince: medium skin tone
1f934-1f3fe                                       prince: medium-dark skin tone
1f934-1f3ff                                       prince: dark skin tone
1f478                                             princess
1f478-1f3fb                                       princess: light skin tone
1f478-1f3fc                                       princess: medium-light skin tone
1f478-1f3fd                                       princess: medium skin tone
1f478-1f3fe                                       princess: medium-dark skin tone
1f478-1f3ff                                       princess: dark skin tone
1f473                                             person wearing turban
1f473-1f3fb                                       person wearing turban: light skin tone
1f473-1f3fc                                       person wearing turban: medium-light skin tone
1f473-1f3fd                                       person wearing turban: medium skin tone
1f473-1f3fe                                       person wearing turban: medium-dark skin tone
1f473-1f3ff                                       person wearing turban: dark skin tone
1f473-200d-2640-fe0f                              woman wearing turban
1f472                                             person with skullcap
1f472-1f3fb                                       person with skullcap: light skin tone
1f472-1f3fc                                       person with skullcap: medium-light skin tone
1f472-1f3fd                                       person with skullcap: medium skin tone
1f472-1f3fe                                       person with skullcap: medium-dark skin tone
1f472-1f3ff                                       person with skullcap: dark skin tone
1f9d5                                             woman with headscarf
1f9d5-1f3fb                                       woman with headscarf: light skin tone
1f9d5-1f3fc                                       woman with headscarf: medium-light skin tone
1f9d5-1f3fd                                       woman with headscarf: medium skin tone
1f9d5-1f3fe                                       woman with headscarf: medium-dark skin tone
1f9d5-1f3ff                                       woman with headscarf: dark skin tone
1f935                                             person in tuxedo
1f935-1f3fb                                       person in tuxedo: light skin tone
1f935-1f3fc                                       person in tuxedo: medium-light skin tone
1f935-1f3fd                                       person in tuxedo: medium skin tone
1f935-1f3fe                                       person in tuxedo: medium-dark skin tone
1f935-1f3ff                                       person in tuxedo: dark skin tone
1f470                                             person with veil
1f470-1f3fb                                       person with veil: light skin tone
1f470-1f3fc                                       person with veil: medium-light skin tone
1f470-1f3fd                                       person with veil: medium skin tone
1f470-1f3fe                                       person with veil: medium-dark skin tone
1f470-1f3ff                                       person with veil: dark skin tone
1f930                                             pregnant woman
1f930-1f3fb                                       pregnant woman: light skin tone
1f930-1f3fc                                       pregnant woman: medium-light skin tone
1f930-1f3fd                                       pregnant woman: medium skin tone
1f930-1f3fe                                       pregnant woman: medium-dark skin tone
1f930-1f3ff                                       pregnant woman: dark skin tone
1f931                                             breast-feeding
1f931-1f3fb                                       breast-feeding: light skin tone
1f931-1f3fc                                       breast-feeding: medium-light skin tone
1f931-1f3fd                                       breast-feeding: medium skin tone
1f931-1f3fe                                       breast-feeding: medium-dark skin tone
1f931-1f3ff                                       breast-feeding: dark skin tone
1f47c                                             baby angel
1f47c-1f3fb                                       baby angel: light skin tone
1f47c-1f3fc                                       baby angel: medium-light skin tone
1f47c-1f3fd                                       baby angel: medium skin tone
1f47c-1f3fe                                       baby angel: medium-dark skin tone
1f47c-1f3ff                                       baby angel: dark skin tone
1f385                                             Santa Claus
1f385-1f3fb                                       Santa Claus: light skin tone
1f385-1f3fc                                       Santa Claus: medium-light skin tone
1f385-1f3fd                                       Santa Claus: medium skin tone
1f385-1f3fe                                       Santa Claus: medium-dark skin tone
1f385-1f3ff                                       Santa Claus: dark skin tone
1f936                                             Mrs. Claus
1f936-1f3fb                                       Mrs. Claus: light skin tone
1f936-1f3fc                                       Mrs. Claus: medium-light skin tone
1f936-1f3fd                                       Mrs. Claus: medium skin tone
1f936-1f3fe                                       Mrs. Claus: medium-dark skin tone
1f936-1f3ff                                       Mrs. Claus: dark skin tone
1f9b8                                             superhero
1f9b8-1f3fb                                       superhero: light skin tone
1f9b8-1f3fc                                       superhero: medium-light skin tone
1f9b8-1f3fd                                       superhero: medium skin tone
1f9b8-1f3fe                                       superhero: medium-dark skin tone
1f9b8-1f3ff                                       superhero: dark skin tone
1f9b8-200d-2642-fe0f                              man superhero
1f9b8-200d-2640-fe0f                              woman superhero
1f9b9                                             supervillain
